time_window;training_accuracy;testing_accuracy;
1;0.5157521385353641;0.5325542570951586;
2;0.5070951585976627;0.5317195325542571;
3;0.6231218697829716;0.48955722639933164;
4;0.6103109997912753;0.4653299916457811;
5;0.6471816283924844;0.4903926482873851;
6;0.6604719148047609;0.4928989139515455;
7;0.6641604010025063;0.5137844611528822;
8;0.7013366750208856;0.520066889632107;
9;0.6897848339252142;0.48327759197324416;
10;0.6136648558295027;0.46321070234113715;
11;0.6587251828631139;0.4866220735785953;
12;0.7215719063545151;0.5259197324414716;
13;0.6684782608695652;0.4811715481171548;
14;0.748693288730922;0.5188284518828452;
15;0.740694270179841;0.5154811715481171;
16;0.6801924283622673;0.47447698744769873;
17;0.7684100418410041;0.5238493723849372;
18;0.7566945606694561;0.5008375209380235;
19;0.7928436911487758;0.5309882747068677;
20;0.8139388865634156;0.49413735343383586;
21;0.6206824366757379;0.5301507537688442;
22;0.7889447236180904;0.507537688442211;
23;0.6379815745393634;0.4660519698239732;
24;0.6751832460732984;0.5071248952221291;
25;0.6258902387934646;0.46437552388935455;
26;0.7301487534045673;0.49706621961441744;
27;0.6787510477787091;0.46689019279128247;
28;0.8658843252305113;0.47651006711409394;
29;0.7048836721861245;0.535234899328859;
30;0.8633123689727463;0.5075503355704698;
31;0.8228140071293772;0.5067114093959731;
32;0.8181627516778524;0.5058724832214765;
33;0.6447147651006712;0.5104953820319059;
34;0.8833647996643591;0.4802686817800168;
35;0.8063365505665128;0.5071368597816961;
36;0.8818467995802728;0.5146935348446684;
37;0.6358102434928632;0.5331654072208228;
38;0.8717464315701091;0.5117647058823529;
39;0.9048918748687802;0.47394957983193275;
40;0.6698866022679546;0.5319327731092437;
41;0.6784289014912833;0.4689075630252101;
42;0.7008403361344537;0.5210084033613446;
43;0.8613445378151261;0.49705634987384356;
44;0.7066610632485817;0.5021026072329688;
45;0.6353509878100042;0.5365853658536586;
46;0.6771074206432626;0.5256518082422204;
47;0.5971404541631623;0.47434819175777965;
48;0.8092935239697224;0.4983164983164983;
49;0.9335436382754995;0.4983164983164983;
50;0.9091291543962978;0.5244107744107744;